Lien_photo,name,age,status,sex,orientation_bisexual,orientation_gay,orientation_straight,body_type,diet,education,height,job,pets,smokes,question_1,question_2,question_3
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil9.jpg,Elodie REGENIER,46,0,0,0,0,1,6,0,0,150.0,18,2,1,une séance de karaoké,rire fort et souvent,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil10.jpg,Benoit MEZAGUER,31,0,1,0,0,1,2,0,0,180.0,1,0,0,une bataille de lip sync,embrasser les petits bonheurs,je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil30.jpg,Fantine RUDENT,28,0,0,0,0,1,1,0,0,152.0,2,1,0,une course de pédalos,profiter de chaque moment,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil19.jpg,Noémie VANDEVOORDE,25,0,0,0,1,0,7,2,0,183.0,1,1,0,une course de pédalos,toujours chercher à apprendre,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,23,0,1,0,0,1,10,0,0,175.0,1,0,1,une bataille de blagues,vivre et laisser vivre,je ne peux pas dormir sans ma peluche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil3.jpg,Mathieu DELFOSSE,24,0,1,0,0,1,6,0,0,193.0,9,1,0,une compétition de memes,rire fort et souvent,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil20.jpg,Maxime BARSKI,39,0,1,0,0,1,5,0,0,180.0,4,0,0,une séance de karaoké,embrasser les petits bonheurs,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil12.jpg,Vincent VAN VOLSEM,26,0,1,0,0,1,5,0,0,188.0,1,0,1,une course de pédalos,"toujours sourire, même sous la pluie",je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,31,0,0,0,0,1,5,0,0,165.0,10,0,0,une soirée de jeux de société,ne jamais dire non à une nouvelle aventure,j'ai un faible pour les desserts au chocolat
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil27.jpg,Alan FAUVERGUE,28,0,1,0,0,1,11,0,0,180.0,1,1,0,une course de sacs,profiter de chaque moment,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil2.jpg,Alexandre MICHIELS,39,3,1,0,0,1,2,0,0,183.0,12,1,0,une chasse au trésor en ville,écouter plus que parler,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil14.jpg,Emilie LINGAT,32,0,0,0,1,0,6,0,0,178.0,9,1,0,une soirée de jeux de société,"toujours sourire, même sous la pluie",je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil6.jpg,Arnauld MONTANDON,21,0,1,0,0,1,9,0,0,183.0,9,1,0,une compétition de danse,faire une bonne action chaque jour,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil6.jpg,Arnauld MONTANDON,32,0,1,0,1,0,7,0,0,183.0,4,0,1,une bataille d'eau,aimer comme s'il n'y avait pas de lendemain,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil30.jpg,Fantine RUDENT,28,0,0,0,0,1,7,0,0,152.0,1,1,1,une bataille de blagues,jamais aller se coucher fâché,je rêve secrètement de devenir une star
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil3.jpg,Mathieu DELFOSSE,31,0,1,0,0,1,4,0,0,163.0,16,0,1,une bataille de blagues,rire fort et souvent,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil19.jpg,Noémie VANDEVOORDE,41,0,0,0,0,1,4,0,0,168.0,2,1,0,une course de pédalos,"toujours sourire, même sous la pluie",je fais toujours le premier pas
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil29.jpg,Soufiane MASKI,26,2,1,0,0,1,2,0,0,178.0,9,1,2,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,28,0,1,0,0,1,6,0,0,175.0,12,1,1,un concours de pâtisserie,écouter avant de juger,je ne peux pas dormir sans ma peluche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,31,0,0,0,0,1,5,0,0,180.0,14,1,1,une partie de mini-golf,rester fidèle à soi-même,je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil13.jpg,Alexandre LEBEAU,39,0,1,0,0,1,7,4,0,178.0,3,1,1,une compétition de danse,faire une bonne action chaque jour,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil10.jpg,Benoit MEZAGUER,25,0,1,0,0,1,5,0,0,168.0,6,1,0,une bataille d'eau,coucher avec les étoiles,je m'endors en écoutant des histoires
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil13.jpg,Alexandre LEBEAU,39,0,1,0,0,1,4,0,0,183.0,20,0,1,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,25,0,1,0,0,1,5,0,0,185.0,3,1,2,une compétition de danse,faire une bonne action chaque jour,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,32,2,1,0,0,1,4,0,0,175.0,4,1,1,une partie d'échecs,toujours chercher à apprendre,je chante sous la douche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,24,0,1,0,0,1,4,0,0,178.0,1,1,2,une session de gaming,profiter de chaque moment,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,25,0,0,1,0,0,4,0,0,157.0,7,0,0,une course de sacs,vivre et laisser vivre,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,20,0,0,1,0,0,3,0,0,165.0,8,1,0,une session de gaming,faire une bonne action chaque jour,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil30.jpg,Fantine RUDENT,24,0,0,0,0,1,1,0,0,180.0,9,0,0,une session de gaming,faire de chaque repas une fête,je fais toujours le premier pas
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,26,0,1,0,0,1,2,0,0,183.0,1,0,0,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil29.jpg,Soufiane MASKI,24,0,1,0,1,0,2,0,0,173.0,6,1,2,une compétition de danse,rester fidèle à soi-même,j'ai peur des clowns
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,24,0,1,0,0,1,7,0,0,168.0,8,0,1,une bataille de blagues,se lever avec le soleil,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil16.jpg,Nicolas MAILLET,27,0,1,0,0,1,2,0,0,173.0,12,0,0,une séance de karaoké,aimer comme s'il n'y avait pas de lendemain,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,53,0,0,0,0,1,3,0,0,157.0,10,1,0,une partie de mini-golf,rester fidèle à soi-même,je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil2.jpg,Alexandre MICHIELS,31,0,1,0,0,1,5,0,0,178.0,1,0,1,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil5.jpg,Wari MOHAMED,60,0,1,0,0,1,1,0,0,163.0,1,0,0,un match de tennis de table,écouter avant de juger,je rêve secrètement de devenir une star
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil19.jpg,Noémie VANDEVOORDE,61,0,0,0,0,1,9,0,0,178.0,0,2,1,une chasse au trésor en ville,être toujours ouvert aux surprises,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,22,0,0,0,0,1,8,0,0,163.0,16,1,1,une course de pédalos,profiter de chaque moment,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil10.jpg,Benoit MEZAGUER,33,0,1,0,0,1,4,0,0,170.0,8,1,1,une chasse au trésor en ville,"choisir la joie, pas le jugement",je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,37,0,0,0,0,1,2,0,0,183.0,4,0,0,une bataille de blagues,se lever avec le soleil,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil13.jpg,Alexandre LEBEAU,21,0,1,0,0,1,4,0,0,178.0,1,1,1,un marathon de films,jamais aller se coucher fâché,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil14.jpg,Emilie LINGAT,28,0,0,0,0,1,7,0,0,165.0,9,1,0,une bataille de blagues,jamais aller se coucher fâché,j'ai un faible pour les desserts au chocolat
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil18.jpg,Hassene TILIOUA,28,0,1,0,1,0,2,0,0,185.0,4,1,1,une séance de karaoké,embrasser les petits bonheurs,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil2.jpg,Alexandre MICHIELS,25,0,1,0,0,1,5,0,0,185.0,3,1,2,une chasse au trésor en ville,écouter plus que parler,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil14.jpg,Emilie LINGAT,32,0,0,0,0,1,0,0,0,165.0,10,1,0,une course de drones,écouter avant de juger,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil2.jpg,Alexandre MICHIELS,28,0,1,0,0,1,5,0,0,175.0,3,1,0,une compétition de danse,rester fidèle à soi-même,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,32,0,0,0,0,1,3,0,0,163.0,8,1,0,une séance de karaoké,rire fort et souvent,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil22.jpg,Selyan ELACHACHI,27,0,1,0,0,1,11,0,0,193.0,6,1,1,une compétition de danse,faire une bonne action chaque jour,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,23,0,0,0,0,1,4,0,0,170.0,4,1,0,une course de drones,écouter avant de juger,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil26.jpg,Christophe LAMAND,40,0,1,0,0,1,5,0,0,173.0,6,1,0,une séance de karaoké,aimer comme s'il n'y avait pas de lendemain,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil1.jpg,Alexis ESTRINE,24,0,1,0,0,1,2,0,0,183.0,16,0,1,un quiz de culture pop,aimer comme s'il n'y avait pas de lendemain,je parle aux animaux comme s'ils pouvaient répondre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,26,0,0,0,0,1,1,0,0,163.0,9,0,0,un match de tennis de table,"toujours sourire, même sous la pluie",je fais toujours le premier pas
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil29.jpg,Soufiane MASKI,20,0,1,0,0,1,4,0,0,175.0,3,1,1,une compétition de danse,rester fidèle à soi-même,j'ai peur des clowns
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil7.jpg,Morgan POUILLY,37,0,1,0,0,1,4,0,0,178.0,15,0,0,une bataille de lip sync,garder une attitude positive quoi qu'il arrive,je parle aux animaux comme s'ils pouvaient répondre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil18.jpg,Hassene TILIOUA,26,0,1,0,0,1,6,0,0,170.0,12,1,1,une compétition de danse,rester fidèle à soi-même,j'ai peur des clowns
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil7.jpg,Morgan POUILLY,32,0,1,1,0,0,7,0,0,178.0,9,0,0,un concours de pâtisserie,écouter avant de juger,je ne peux pas dormir sans ma peluche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil9.jpg,Elodie REGENIER,49,2,0,0,0,1,3,0,0,157.0,13,1,0,une partie de mini-golf,rester fidèle à soi-même,je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil22.jpg,Selyan ELACHACHI,56,0,1,0,0,1,7,0,0,188.0,3,1,0,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,36,0,0,0,0,1,4,0,0,168.0,4,1,2,une bataille de blagues,se lever avec le soleil,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,31,0,1,0,0,1,2,1,0,183.0,1,0,0,une compétition de danse,rester fidèle à soi-même,j'ai peur des clowns
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,32,0,0,0,0,1,5,0,0,165.0,2,0,0,une soirée de jeux de société,rester fidèle à soi-même,je crois au coup de foudre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,36,0,0,0,0,1,2,0,0,160.0,1,1,0,une bataille de blagues,jamais aller se coucher fâché,je rêve secrètement de devenir une star
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil16.jpg,Nicolas MAILLET,41,0,1,0,0,1,4,0,0,183.0,1,1,0,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil21.jpg,Shirley HUANG,20,3,0,1,0,0,8,0,0,163.0,1,0,2,une bataille de blagues,se lever avec le soleil,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,46,0,0,0,0,1,3,0,0,157.0,3,1,0,une course de sacs,vivre et laisser vivre,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,31,0,0,0,0,1,1,0,0,168.0,10,1,0,une course de drones,écouter avant de juger,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil15.jpg,Faker JELASSI,48,0,1,0,0,1,5,0,0,183.0,14,1,0,une bataille d'eau,garder une attitude positive quoi qu'il arrive,j'ai un faible pour les desserts au chocolat
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil18.jpg,Hassene TILIOUA,39,0,1,0,0,1,5,1,0,178.0,12,1,0,une course de pédalos,"toujours sourire, même sous la pluie",je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil4.jpg,Sébastien VAN CLEMPUTTE,21,0,1,0,0,1,2,0,0,190.0,1,0,2,une chasse au trésor en ville,"choisir la joie, pas le jugement",je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,48,0,0,0,0,1,4,0,0,163.0,8,1,0,une bataille de blagues,se lever avec le soleil,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil6.jpg,Arnauld MONTANDON,21,0,1,0,0,1,9,0,0,183.0,9,1,0,une course de pédalos,"toujours sourire, même sous la pluie",je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil29.jpg,Soufiane MASKI,48,0,1,0,1,0,5,0,0,168.0,10,1,0,un marathon de films,jamais aller se coucher fâché,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil21.jpg,Shirley HUANG,51,0,0,0,0,1,4,0,0,170.0,4,1,0,une course de pédalos,vivre et laisser vivre,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil21.jpg,Shirley HUANG,27,0,0,1,0,0,4,0,0,163.0,9,1,0,un marathon de films,jamais aller se coucher fâché,j'ai un faible pour les desserts au chocolat
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil9.jpg,Elodie REGENIER,36,0,0,0,1,0,2,0,0,160.0,6,0,0,une session de gaming,faire de chaque repas une fête,je fais toujours le premier pas
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,27,0,0,0,0,1,3,0,0,165.0,9,1,1,une course de pédalos,"toujours sourire, même sous la pluie",je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil30.jpg,Fantine RUDENT,31,0,0,0,0,1,4,0,0,157.0,6,1,0,une partie de mini-golf,rester fidèle à soi-même,je pratique le yoga pour me détendre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,23,0,0,0,0,1,4,1,0,168.0,9,1,2,une course de pédalos,toujours chercher à apprendre,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil3.jpg,Mathieu DELFOSSE,27,0,1,0,0,1,5,0,0,168.0,1,0,0,une bataille de blagues,vivre et laisser vivre,je ne peux pas dormir sans ma peluche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil23.jpg,Tiphaine SUBTIL,30,0,0,0,0,1,4,0,0,160.0,14,1,0,une course de pédalos,"toujours sourire, même sous la pluie",je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil22.jpg,Selyan ELACHACHI,34,0,1,0,1,0,5,0,0,178.0,1,1,0,une bataille de blagues,rire fort et souvent,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil11.jpg,Elias BEN BRAHIM,23,3,1,0,0,1,7,0,0,188.0,12,1,0,une bataille d'eau,coucher avec les étoiles,je m'endors en écoutant des histoires
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,58,0,0,0,0,1,0,0,0,168.0,6,1,0,une séance de karaoké,coucher avec les étoiles,je crois au coup de foudre
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,24,0,0,0,0,1,4,0,0,163.0,10,1,0,une chasse au trésor en ville,profiter de chaque moment,je rêve secrètement de devenir une star
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,33,0,0,0,0,1,4,0,0,170.0,4,1,0,un match de tennis de table,"choisir la joie, pas le jugement",je chante sous la douche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil2.jpg,Alexandre MICHIELS,19,0,1,1,0,0,4,0,0,178.0,6,1,0,une soirée de jeux de société,ne jamais dire non à une nouvelle aventure,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil11.jpg,Elias BEN BRAHIM,21,0,1,0,0,1,4,0,0,170.0,4,1,1,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil24.jpg,Quentin GUENEZ,52,0,1,0,0,1,5,0,0,183.0,19,1,0,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil4.jpg,Sébastien VAN CLEMPUTTE,21,0,1,0,0,1,2,0,0,173.0,4,0,2,une compétition de danse,écouter avant de juger,j'ai un faible pour les desserts au chocolat
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil5.jpg,Wari MOHAMED,24,0,1,0,0,1,4,0,0,173.0,3,1,0,une course de sacs,profiter de chaque moment,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,43,0,1,0,0,1,4,0,0,183.0,19,0,1,une compétition de danse,toujours chercher à apprendre,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil4.jpg,Sébastien VAN CLEMPUTTE,26,0,1,0,0,1,2,0,0,170.0,1,1,0,une chasse au trésor en ville,écouter plus que parler,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil3.jpg,Mathieu DELFOSSE,24,0,1,0,0,1,4,0,0,183.0,9,1,0,une chasse au trésor en ville,écouter plus que parler,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil8.jpg,Audrey BAUDRY,35,0,0,1,0,0,0,0,0,157.0,18,1,0,une chasse au trésor en ville,faire une bonne action chaque jour,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil27.jpg,Alan FAUVERGUE,27,0,1,0,0,1,4,0,0,175.0,3,0,0,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil27.jpg,Alan FAUVERGUE,29,0,1,0,0,1,4,0,0,185.0,8,0,0,une séance de karaoké,rester fidèle à soi-même,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,33,0,0,0,0,1,2,0,0,155.0,10,0,0,une session de gaming,embrasser les petits bonheurs,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil14.jpg,Emilie LINGAT,27,0,0,0,0,1,5,0,0,157.0,2,0,0,une partie de mini-golf,être toujours ouvert aux surprises,j'ai peur des clowns
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil6.jpg,Arnauld MONTANDON,34,0,1,0,0,1,5,0,0,175.0,10,2,0,une compétition de memes,rire fort et souvent,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil19.jpg,Noémie VANDEVOORDE,27,0,0,0,0,1,2,0,0,180.0,4,1,0,une chasse au trésor en ville,profiter de chaque moment,je rêve secrètement de devenir une star
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,34,0,1,0,0,1,5,0,0,173.0,8,1,0,une séance de karaoké,embrasser les petits bonheurs,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil19.jpg,Noémie VANDEVOORDE,31,0,0,0,0,1,6,0,0,168.0,8,1,0,une bataille de lip sync,faire de chaque repas une fête,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil12.jpg,Vincent VAN VOLSEM,29,0,1,0,0,1,2,0,0,170.0,3,1,2,une bataille de blagues,vivre et laisser vivre,je ne peux pas dormir sans ma peluche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil10.jpg,Benoit MEZAGUER,47,0,1,0,0,1,5,0,0,178.0,12,1,0,une bataille d'eau,coucher avec les étoiles,je m'endors en écoutant des histoires
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil20.jpg,Maxime BARSKI,37,0,1,0,0,1,2,0,0,170.0,6,0,0,une partie d'échecs,se lever avec le soleil,je prépare le meilleur café
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,26,0,1,0,0,1,5,0,0,168.0,9,1,1,une chasse au trésor en ville,écouter plus que parler,j'ai peur du noir
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil11.jpg,Elias BEN BRAHIM,53,0,1,0,0,1,4,0,0,173.0,20,0,0,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil4.jpg,Sébastien VAN CLEMPUTTE,28,0,1,0,1,0,1,0,0,180.0,4,1,2,une compétition de danse,écouter avant de juger,j'écris des poèmes que je ne montre à personne
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil14.jpg,Emilie LINGAT,29,0,0,0,1,0,2,0,0,163.0,16,1,2,une compétition de danse,coucher avec les étoiles,je garde toujours un carnet secret
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil17.jpg,Alexandre CORNARD,29,0,1,0,0,1,2,0,0,175.0,4,0,0,une course de sacs,profiter de chaque moment,je rêve de voyager dans l'espace
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil20.jpg,Maxime BARSKI,18,0,1,0,0,1,4,0,0,180.0,9,1,2,une compétition de danse,toujours chercher à apprendre,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil4.jpg,Sébastien VAN CLEMPUTTE,57,2,1,0,0,1,4,0,0,175.0,20,1,0,une bataille de blagues,écouter avant de juger,je chante sous la douche
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil13.jpg,Alexandre LEBEAU,37,0,1,0,0,1,4,0,0,173.0,18,1,0,une séance de karaoké,aimer comme s'il n'y avait pas de lendemain,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,25,0,0,0,0,1,3,0,0,173.0,15,1,1,une bataille de lip sync,ne jamais dire non à une nouvelle aventure,j'aimerais apprendre à voler
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,22,0,0,0,0,1,4,1,0,173.0,1,1,0,une soirée de jeux de société,rire fort et souvent,je suis un(e) romantique incurable
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil21.jpg,Shirley HUANG,35,0,0,0,0,1,2,0,0,163.0,15,0,0,une séance de karaoké,embrasser les petits bonheurs,je collectionne des souvenirs de tous mes voyages
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil32.jpg,Marion STUDER,33,0,0,0,0,1,7,0,0,168.0,16,1,0,un marathon de films,ne jamais dire non à une nouvelle aventure,je danse quand personne ne regarde
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil27.jpg,Alan FAUVERGUE,26,3,1,0,0,1,2,0,0,180.0,1,1,0,une séance de karaoké,embrasser les petits bonheurs,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil10.jpg,Benoit MEZAGUER,25,0,1,0,0,1,5,0,0,180.0,12,2,0,une séance de karaoké,embrasser les petits bonheurs,j'ai déjà pleuré devant un film romantique
https://github.com/LiseLarochette/streamlit_okcupid/blob/main/pictures/profil28.jpg,Anaïs ROLOS,30,0,0,0,0,1,7,0,0,155.0,13,1,0,une course de pédalos,toujours chercher à apprendre,j'ai peur du noir
